uid,text,type,type,readability,Analytic,adj,Affect
371,"""The Swissotel Chicago exceeded all of my expectations. The room was spacious, clean and had an amazing view of the city. The staff were all incredibly friendly and helpful, and the location was perfect for exploring all that Chicago has to offer. I would highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,52.918325,79.57,5.66,11.32
372,"""I recently stayed at the Swissotel Chicago and it was a fantastic experience. The room was stylish, comfortable and had all the amenities I needed. The staff were incredibly friendly and went above and beyond to make my stay enjoyable. I would definitely stay here again.""",chatGPT,chatGPT,51.710326,34.72,8.7,8.7
373,"""The Swissotel Chicago is a fantastic hotel in a great location. The room was beautiful and had everything I needed, and the staff were all incredibly friendly and helpful. I particularly enjoyed the rooftop terrace, which offered stunning views of the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,50.3275,57.7,10,18
374,"""The Swissotel Chicago is a great hotel in a fantastic location. The room was clean, comfortable and had a great view of the city. The staff were all incredibly friendly and went out of their way to make my stay enjoyable. I would definitely stay here again and recommend it to anyone.""",chatGPT,chatGPT,63.486154,74.95,13.46,15.38
375,"""I recently stayed at the Swissotel Chicago and it was a great experience. The room was spacious, clean and had all the amenities I needed. The staff were incredibly friendly and helpful, and the location was perfect for exploring the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,56.278801,56.86,8.16,12.24
376,"""The Swissotel Chicago is a fantastic hotel in a great location. The room was comfortable, clean and had a great view of the city. The staff were all incredibly friendly and went out of their way to make my stay enjoyable. I would definitely stay here again and recommend it to anyone.""",chatGPT,chatGPT,63.486154,74.95,13.46,15.38
377,"""I recently stayed at the Swissotel Chicago and it was a wonderful experience. The room was stylish, clean and had all the amenities I needed. The staff were incredibly friendly and went out of their way to make my stay enjoyable. The location was perfect for exploring the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,58.716632,72.25,8.77,10.53
378,"""The Swissotel Chicago is a great hotel in a fantastic location. The room was clean, comfortable and had all the amenities I needed. The staff were incredibly friendly and helpful, and the location was perfect for exploring the city. I would definitely stay here again and recommend it to anyone.""",chatGPT,chatGPT,50.3275,57.7,12,16
379,"""I had a great experience staying at the Swissotel Chicago. The room was spacious, clean and had a great view of the city. The staff were incredibly friendly and helpful, and the location was perfect for exploring all that Chicago has to offer. I would highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,58.399167,79.79,9.26,12.96
380,"""The Swissotel Chicago is a fantastic hotel in a great location. The room was comfortable, clean and had all the amenities I needed. The staff were all incredibly friendly and went out of their way to make my stay enjoyable. The rooftop terrace was a highlight of my stay, offering stunning views of the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,61.103143,89.52,11.11,12.7
381,"""I recently stayed at the Talbott Hotel Chicago and it was a fantastic experience. The room was spacious, clean, and had all the amenities I needed. The staff were incredibly friendly and helpful, and the location was perfect for exploring all that Chicago has to offer. I would highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,51.37125,57.59,7.02,10.53
382,"""The Talbott Hotel Chicago exceeded all of my expectations. The room was stylish, comfortable, and had an amazing view of the city. The staff were all incredibly friendly and went above and beyond to make my stay enjoyable. I would definitely stay here again.""",chatGPT,chatGPT,55.310909,65.33,6.82,9.09
383,"""The Talbott Hotel Chicago is a fantastic hotel in a great location. The room was beautiful, clean, and had everything I needed, and the staff were all incredibly friendly and helpful. I particularly enjoyed the rooftop terrace, which offered stunning views of the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,52.097692,59.28,11.54,19.23
384,"""The Talbott Hotel Chicago is a great hotel in a fantastic location. The room was clean, comfortable, and had a great view of the city. The staff were all incredibly friendly and went out of their way to make my stay enjoyable. I would definitely stay here again and recommend it to anyone.""",chatGPT,chatGPT,64.09191,75.29,13.21,15.09
385,"""I recently stayed at the Talbott Hotel Chicago and it was a great experience. The room was spacious, clean, and had all the amenities I needed. The staff were incredibly friendly and helpful, and the location was perfect for exploring the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,57.0955,57.7,8,12
386,"""The Talbott Hotel Chicago is a fantastic hotel in a great location. The room was comfortable, clean, and had a great view of the city. The staff were all incredibly friendly and went out of their way to make my stay enjoyable. I would definitely stay here again and recommend it to anyone.""",chatGPT,chatGPT,64.09191,75.29,13.21,15.09
387,"""I recently stayed at the Talbott Hotel Chicago and it was a wonderful experience. The room was stylish, clean, and had all the amenities I needed. The staff were incredibly friendly and went out of their way to make my stay enjoyable. The location was perfect for exploring the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,59.409276,72.63,8.62,10.34
388,"""The Talbott Hotel Chicago is a great hotel in a fantastic location. The room was clean, comfortable, and had all the amenities I needed. The staff were incredibly friendly and helpful, and the location was perfect for exploring the city. I would definitely stay here again and recommend it to anyone.""",chatGPT,chatGPT,51.234926,58.5,11.76,15.69
389,"""I had a great experience staying at the Talbott Hotel Chicago. The room was spacious, clean, and had a great view of the city. The staff were incredibly friendly and helpful, and the location was perfect for exploring all that Chicago has to offer. I would highly recommend this hotel to anyone visiting the city.""",chatGPT,chatGPT,59.056932,80,9.09,12.73
390,"""The Talbott Hotel Chicago is a fantastic hotel in a great location. The room was comfortable, clean, and had all the amenities I needed. The staff were all incredibly friendly and went out of their way to make my stay enjoyable. The rooftop terrace was a highlight of my stay, offering stunning views of the city. I would highly recommend this hotel to anyone.""",chatGPT,chatGPT,61.6555,89.52,10.94,12.5
